mblnr;mjahr;zeile;bwart;matnr;werks;lgort;sobkz;shkzg;bwtar;menge;meins;bustm;ummat;umwrk;umlgo
4900576952;2019;1;631;000000000001000184;E110;2300;;H;;45;KG;MAV4;000000000001000184;E110;
4900576952;2019;2;631;000000000001000184;E110;;W;S;;45;KG;MAV4;000000000001000184;E110;2300
4900576953;2019;1;631;000000000001000204;E110;2300;;H;;12;KG;MAV4;000000000001000204;E110;
4900576953;2019;2;631;000000000001000204;E110;;W;S;;12;KG;MAV4;000000000001000204;E110;2300
4900576954;2019;1;939;000000000001000204;E110;2300;;H;;0.05;KG;MA01;;;
4900576955;2019;1;939;000000000001000184;E110;2300;;H;;0.05;KG;MA01;;;
4900576978;2019;1;601;000000000002000081;E110;1100;;H;;6220;KG;MA01;;;
4900576979;2019;1;601;000000000002000081;E110;1100;;H;;8960;KG;MA01;;;
4900576980;2019;1;601;000000000002000081;E110;1100;;H;;9310;KG;MA01;;;
4900577026;2019;1;311;000000000004000130;E110;1260;;H;;11228;KG;MA07;000000000004000130;E110;1260
4900577026;2019;2;311;000000000004000130;E110;1260;;S;;11228;KG;MA07;000000000004000130;E110;1260
4900577027;2019;1;261;000000000004000130;E110;1260;;H;;11228;KG;MA01;;;
4900577027;2019;2;261;000000000004000191;E110;1200;;H;;26136;KG;MA01;;;
4900577027;2019;3;261;000000000003000009;E110;1550;;H;;11894;KG;MA01;;;
4900577103;2019;1;411;000000000001000039;E110;1300;;H;;14800;KG;MA07;000000000001000039;E110;9680
4900577103;2019;2;411;000000000001000039;E110;9680;;S;;14800;KG;MA07;000000000001000039;E110;1300
4900577104;2019;1;411;000000000001000039;E110;1300;;H;;14800;KG;MA07;000000000001000039;E110;9680
4900577104;2019;2;411;000000000001000039;E110;9680;;S;;14800;KG;MA07;000000000001000039;E110;1300
4900577169;2019;1;261;000000000003000010;E110;1410;;H;;18044;KG;MA01;;;
4900577200;2019;1;901;000000000001900001;E110;3630;;S;;0.25;KG;MA01;;;
4900577200;2019;2;901;000000000001900001;E110;3630;;S;;0.25;KG;MA01;;;
4900577210;2019;1;321;000000000001000039;E110;1300;;H;;14800;KG;MQF7;000000000001000039;E110;1300
4900577210;2019;2;321;000000000001000039;E110;1300;;S;;14800;KG;MQF7;000000000001000039;E110;1300
4900577211;2019;1;321;000000000001000008;E110;1300;;H;;8400;KG;MQF7;000000000001000008;E110;1300
4900577211;2019;2;321;000000000001000008;E110;1300;;S;;8400;KG;MQF7;000000000001000008;E110;1300
4900577220;2019;2;351;000000000004300001;E110;;;S;;30000;KG;MAU2;000000000004300001;E010;1100
4900577222;2019;4;352;000000000004300001;E110;;;H;;5080;KG;MAU2;000000000004300001;E010;1100
4900577223;2019;1;321;000000000004000057;E110;1100;;H;;16800;KG;MQF7;000000000004000057;E110;1100
4900577223;2019;2;321;000000000004000057;E110;1100;;S;;16800;KG;MQF7;000000000004000057;E110;1100
4900577228;2019;1;321;000000000004000130;E110;1260;;H;;20290;KG;MQF7;000000000004000130;E110;1260
4900577228;2019;2;321;000000000004000130;E110;1260;;S;;20290;KG;MQF7;000000000004000130;E110;1260
4900577257;2019;1;311;000000000004000130;E110;1260;;H;;27336;KG;MA07;000000000004000130;E110;1260
4900577257;2019;2;311;000000000004000130;E110;1260;;S;;27336;KG;MA07;000000000004000130;E110;1260
4900577257;2019;3;311;000000000004000130;E110;1260;;H;;20290;KG;MA07;000000000004000130;E110;1260
4900577257;2019;4;311;000000000004000130;E110;1260;;S;;20290;KG;MA07;000000000004000130;E110;1260
4900577268;2019;1;321;000000000001000018;E110;1860;;H;;15988.5;KG;MQF7;000000000001000018;E110;1860
4900577268;2019;2;321;000000000001000018;E110;1860;;S;;15988.5;KG;MQF7;000000000001000018;E110;1860
4900577273;2019;1;601;000000000001000061;E110;1300;;H;;350;KG;MA01;;;
4900577273;2019;2;601;000000000001000061;E110;1300;;H;;350;KG;MA01;;;
4900577278;2019;1;931;000000000001000018;E110;1860;;H;;15988.5;KG;MA01;;;
4900577297;2019;1;321;000000000001000064;E110;1300;;H;;2400;KG;MQF7;000000000001000064;E110;1300
4900577297;2019;2;321;000000000001000064;E110;1300;;S;;2400;KG;MQF7;000000000001000064;E110;1300
4900577298;2019;1;321;000000000001000069;E110;1800;;H;;12000;KG;MQF7;000000000001000069;E110;1800
4900577298;2019;2;321;000000000001000069;E110;1800;;S;;12000;KG;MQF7;000000000001000069;E110;1800
4900577299;2019;1;321;000000000001000063;E110;1300;;H;;6000;KG;MQF7;000000000001000063;E110;1300
4900577299;2019;2;321;000000000001000063;E110;1300;;S;;6000;KG;MQF7;000000000001000063;E110;1300
4900577300;2019;1;261;000000000003000004;E110;1430;;H;;8400;KG;MA01;;;
4900577300;2019;2;261;000000000005000001;E110;1100;;H;;40;EA;MA01;;;
4900577301;2019;1;261;000000000003000009;E110;1550;;H;;14800;KG;MA01;;;
4900577301;2019;2;261;000000000005000000;E110;1100;;H;;80;EA;MA01;;;
4900577302;2019;1;261;000000000003000009;E110;1550;;H;;3700;KG;MA01;;;
4900577303;2019;1;261;000000000003000009;E110;1550;;H;;7400;KG;MA01;;;
4900577304;2019;1;261;000000000003000012;E110;1470;;H;;6000;KG;MA01;;;
4900577305;2019;1;261;000000000003000012;E110;1470;;H;;2400;KG;MA01;;;
4900577306;2019;1;261;000000000003000014;E110;1300;;H;;11380;KG;MA01;;;
4900577306;2019;2;261;000000000001000069;E110;1800;;H;;620;KG;MA01;;;
4900577307;2019;1;261;000000000004000189;E110;1450;;H;;718;KG;MA01;;;
4900577308;2019;1;261;000000000003000009;E110;1550;;H;;14800;KG;MA01;;;
4900577309;2019;1;261;000000000004000118;E110;1210;;H;;882;KG;MA01;;;
4900577310;2019;1;261;000000000004000118;E110;1210;;H;;1764;KG;MA01;;;
4900577326;2019;1;261;000000000006000001;E110;1100;;H;;7435.7;KG;MA01;;;
4900577326;2019;2;261;000000000004000167;E110;1100;;H;;994;KG;MA01;;;
4900577326;2019;3;261;000000000004000151;E110;1100;;H;;2.5;KG;MA01;;;
4900577326;2019;4;261;000000000003000012;E110;1480;;H;;2510.749;KG;MA01;;;
4900577353;2019;1;261;000000000006000001;E110;1100;;H;;7114.7;KG;MA01;;;
4900577353;2019;2;261;000000000004000167;E110;1100;;H;;931;KG;MA01;;;
4900577353;2019;3;261;000000000006000004;E110;1100;;H;;40;KG;MA01;;;
4900577353;2019;4;261;000000000003000011;E110;1570;;H;;1531;KG;MA01;;;
4900577355;2019;1;261;000000000004000104;E110;1100;;H;;1274;KG;MA01;;;
4900577355;2019;2;261;000000000004000057;E110;1100;;H;;2876;KG;MA01;;;
4900577355;2019;3;261;000000000004000057;E110;1100;;H;;127;KG;MA01;;;
4900577355;2019;4;261;000000000003000013;E110;1500;;H;;696;KG;MA01;;;
4900577376;2019;1;933;000000000001000106;E110;2300;;H;;10;KG;MA01;;;
4900577381;2019;1;321;000000000001000194;E110;1300;;H;;882;KG;MQF7;000000000001000194;E110;1300
4900577381;2019;2;321;000000000001000194;E110;1300;;S;;882;KG;MQF7;000000000001000194;E110;1300
4900577382;2019;1;321;000000000001000210;E110;1300;;H;;1764;KG;MQF7;000000000001000210;E110;1300
4900577382;2019;2;321;000000000001000210;E110;1300;;S;;1764;KG;MQF7;000000000001000210;E110;1300
4900577384;2019;1;321;000000000001000188;E110;1300;;H;;14800;KG;MQF7;000000000001000188;E110;1300
4900577384;2019;2;321;000000000001000188;E110;1300;;S;;14800;KG;MQF7;000000000001000188;E110;1300
4900577424;2019;1;932;000000000001000018;E110;1860;;S;;3876;KG;MA01;;;
4900577425;2019;1;931;000000000001000018;E110;1860;;H;;3837.24;KG;MA01;;;
4900577426;2019;1;932;000000000001000069;E110;1800;;S;;3150;KG;MA01;;;
4900577427;2019;1;931;000000000001000069;E110;1800;;H;;2030;KG;MA01;;;
4900577428;2019;1;311;000000000004000130;E110;1260;;H;;12230;KG;MA07;000000000004000130;E110;1260
4900577428;2019;2;311;000000000004000130;E110;1260;;S;;12230;KG;MA07;000000000004000130;E110;1260
4900577429;2019;1;261;000000000004000130;E110;1260;;H;;12230;KG;MA01;;;
4900577429;2019;2;261;000000000004000191;E110;1200;;H;;28528;KG;MA01;;;
4900577429;2019;3;261;000000000003000009;E110;1550;;H;;8558;KG;MA01;;;
4900577430;2019;1;601;000000000001000071;E110;1840;;H;;3608.8;KG;MA01;;;
4900577431;2019;1;601;000000000001000071;E110;1840;;H;;14435.2;KG;MA01;;;
4900577432;2019;1;601;000000000001000210;E110;1300;;H;;1764;KG;MA01;;;
4900577433;2019;1;601;000000000001000194;E110;1300;;H;;882;KG;MA01;;;
4900577434;2019;1;931;000000000001000003;E110;1300;;H;;2340;KG;MA01;;;
4900577435;2019;1;931;000000000001000063;E110;1300;;H;;400;KG;MA01;;;
4900577435;2019;2;931;000000000001000063;E110;1300;;H;;3200;KG;MA01;;;
4900577436;2019;1;931;000000000001000042;E110;1300;;H;;3700;KG;MA01;;;
4900577437;2019;1;931;000000000001000042;E110;1300;;H;;3700;KG;MA01;;;
4900577438;2019;1;931;000000000001000042;E110;1300;;H;;740;KG;MA01;;;
4900577439;2019;1;931;000000000001000010;E110;1300;;H;;210;KG;MA01;;;
4900577440;2019;1;931;000000000001000003;E110;1300;;H;;1560;KG;MA01;;;
4900577441;2019;1;601;000000000001000126;E110;1300;;H;;700;KG;MA01;;;
4900577442;2019;1;931;000000000001000010;E110;1300;;H;;630;KG;MA01;;;
4900577443;2019;1;931;000000000001000125;E110;1300;;H;;740;KG;MA01;;;
4900577443;2019;2;931;000000000001000125;E110;1300;;H;;2220;KG;MA01;;;
4900577444;2019;1;931;000000000001000056;E110;1300;;H;;4000;KG;MA01;;;
4900577444;2019;2;931;000000000001000056;E110;1300;;H;;4000;KG;MA01;;;
4900577445;2019;1;931;000000000001000061;E110;1300;;H;;700;KG;MA01;;;
4900577446;2019;1;931;000000000001000051;E110;1300;;H;;287.232;KG;MA01;;;
4900577446;2019;2;931;000000000001000051;E110;1300;;H;;287.232;KG;MA01;;;
4900577447;2019;1;601;000000000001000126;E110;1300;;H;;2800;KG;MA01;;;
4900577448;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900577449;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900577450;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900577451;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900577459;2019;1;931;000000000002000078;E110;3100;;H;;200;KG;MA01;;;
4900577459;2019;2;931;000000000002000078;E110;3100;;H;;400;KG;MA01;;;
4900577459;2019;3;931;000000000002000078;E110;3100;;H;;400;KG;MA01;;;
4900577459;2019;4;931;000000000002000078;E110;3100;;H;;200;KG;MA01;;;
4900577469;2019;1;321;000000000001000042;E110;1300;;H;;3700;KG;MQF7;000000000001000042;E110;1300
4900577469;2019;2;321;000000000001000042;E110;1300;;S;;3700;KG;MQF7;000000000001000042;E110;1300
4900577470;2019;1;321;000000000001000042;E110;1300;;H;;7400;KG;MQF7;000000000001000042;E110;1300
4900577470;2019;2;321;000000000001000042;E110;1300;;S;;7400;KG;MQF7;000000000001000042;E110;1300
4900577476;2019;1;321;000000000004000189;E110;1100;;H;;1200;KG;MQF7;000000000004000189;E110;1100
4900577476;2019;2;321;000000000004000189;E110;1100;;S;;1200;KG;MQF7;000000000004000189;E110;1100
4900577477;2019;1;321;000000000004000191;E110;1200;;H;;20120;KG;MQF7;000000000004000191;E110;1200
4900577477;2019;2;321;000000000004000191;E110;1200;;S;;20120;KG;MQF7;000000000004000191;E110;1200
4900577478;2019;1;321;000000000004000191;E110;1200;;H;;24080;KG;MQF7;000000000004000191;E110;1200
4900577478;2019;2;321;000000000004000191;E110;1200;;S;;24080;KG;MQF7;000000000004000191;E110;1200
4900577479;2019;1;321;000000000004000130;E110;1260;;H;;20320;KG;MQF7;000000000004000130;E110;1260
4900577479;2019;2;321;000000000004000130;E110;1260;;S;;20320;KG;MQF7;000000000004000130;E110;1260
4900577480;2019;1;321;000000000004300003;E110;1100;;H;;20830;KG;MQF7;000000000004300003;E110;1100
4900577480;2019;2;321;000000000004300003;E110;1100;;S;;20830;KG;MQF7;000000000004300003;E110;1100
4900577481;2019;1;311;000000000004000130;E110;1240;;H;;4961.5;KG;MA07;000000000004000130;E110;1240
4900577481;2019;2;311;000000000004000130;E110;1240;;S;;4961.5;KG;MA07;000000000004000130;E110;1240
4900577481;2019;3;311;000000000004000130;E110;1260;;H;;10000;KG;MA07;000000000004000130;E110;1240
4900577481;2019;4;311;000000000004000130;E110;1240;;S;;10000;KG;MA07;000000000004000130;E110;1260
4900577482;2019;1;311;000000000004000130;E110;1240;;H;;14961.5;KG;MA07;000000000004000130;E110;1240
4900577482;2019;2;311;000000000004000130;E110;1240;;S;;14961.5;KG;MA07;000000000004000130;E110;1240
4900577482;2019;3;311;000000000004000130;E110;1260;;H;;10000;KG;MA07;000000000004000130;E110;1240
4900577482;2019;4;311;000000000004000130;E110;1240;;S;;10000;KG;MA07;000000000004000130;E110;1260
4900577483;2019;1;311;000000000004000130;E110;1260;;H;;35396;KG;MA07;000000000004000130;E110;1260
4900577483;2019;2;311;000000000004000130;E110;1260;;S;;35396;KG;MA07;000000000004000130;E110;1260
4900577483;2019;3;311;000000000004000130;E110;1260;;H;;320;KG;MA07;000000000004000130;E110;1260
4900577483;2019;4;311;000000000004000130;E110;1260;;S;;320;KG;MA07;000000000004000130;E110;1260
4900577499;2019;1;321;000000000004000167;E110;1100;;H;;10400;KG;MQF7;000000000004000167;E110;1100
4900577499;2019;2;321;000000000004000167;E110;1100;;S;;10400;KG;MQF7;000000000004000167;E110;1100
4900577500;2019;1;931;000000000002000096;E110;3100;;H;;200;KG;MA01;;;
4900577500;2019;2;931;000000000002000096;E110;3100;;H;;400;KG;MA01;;;
4900577500;2019;3;931;000000000002000096;E110;3100;;H;;400;KG;MA01;;;
4900577500;2019;4;931;000000000002000096;E110;3100;;H;;400;KG;MA01;;;
4900577500;2019;5;931;000000000002000096;E110;3100;;H;;200;KG;MA01;;;
4900577500;2019;6;931;000000000002000096;E110;3100;;H;;400;KG;MA01;;;
4900577501;2019;1;931;000000000002000079;E110;3100;;H;;400;KG;MA01;;;
4900577501;2019;2;931;000000000002000079;E110;3100;;H;;400;KG;MA01;;;
4900577502;2019;1;931;000000000002000059;E110;3100;;H;;20;KG;MA01;;;
4900577503;2019;1;931;000000000002000061;E110;3100;;H;;60;KG;MA01;;;
4900577504;2019;1;931;000000000002000063;E110;3100;;H;;20;KG;MA01;;;
4900577505;2019;1;931;000000000002000071;E110;3100;;H;;20;KG;MA01;;;
4900577505;2019;2;931;000000000002000071;E110;3100;;H;;20;KG;MA01;;;
4900577506;2019;1;931;000000000002000058;E110;3100;;H;;40;KG;MA01;;;
4900577506;2019;2;931;000000000002000058;E110;3100;;H;;60;KG;MA01;;;
4900577514;2019;1;321;000000000001000186;E110;1300;;H;;718;KG;MQF7;000000000001000186;E110;1300
4900577514;2019;2;321;000000000001000186;E110;1300;;S;;718;KG;MQF7;000000000001000186;E110;1300
4900577559;2019;1;411;000000000001000052;E110;1300;;H;;3000;KG;MA07;000000000001000052;E110;9680
4900577559;2019;2;411;000000000001000052;E110;9680;;S;;3000;KG;MA07;000000000001000052;E110;1300
4900577559;2019;3;411;000000000001000052;E110;1300;;H;;1800;KG;MA07;000000000001000052;E110;9680
4900577559;2019;4;411;000000000001000052;E110;9680;;S;;1800;KG;MA07;000000000001000052;E110;1300
4900577597;2019;1;261;000000000004300003;E110;1100;;H;;20830;KG;MA01;;;
4900577597;2019;2;261;000000000004000118;E110;1210;;H;;2755;KG;MA01;;;
4900577597;2019;3;261;000000000003000010;E110;1410;;H;;32352.811;KG;MA01;;;
4900577597;2019;4;261;000000000001000071;E110;1840;;H;;1443.52;KG;MA01;;;
4900577646;2019;1;261;000000000004000129;E110;1250;;H;;14980.74;KG;MA01;;;
4900577646;2019;2;261;000000000001000018;E110;1860;;H;;484.5;KG;MA01;;;
4900577646;2019;3;261;000000000001000018;E110;1860;;H;;523.26;KG;MA01;;;
4900577664;2019;2;351;000000000004300003;E110;;;S;;25000;KG;MAU2;000000000004300003;E010;1100
4900577679;2019;1;931;000000000001000020;E110;1300;;H;;10.88;KG;MA01;;;
4900577682;2019;1;321;000000000001000039;E110;1300;;H;;14800;KG;MQF7;000000000001000039;E110;1300
4900577682;2019;2;321;000000000001000039;E110;1300;;S;;14800;KG;MQF7;000000000001000039;E110;1300
4900577701;2019;2;352;000000000004300003;E110;;;H;;4170;KG;MAU2;000000000004300003;E010;1100
4900577709;2019;1;261;000000000006000001;E110;1100;;H;;7286.7;KG;MA01;;;
4900577709;2019;2;261;000000000004000167;E110;1100;;H;;808.5;KG;MA01;;;
4900577709;2019;3;261;000000000004000151;E110;1100;;H;;2.5;KG;MA01;;;
4900577709;2019;4;261;000000000004000167;E110;1100;;H;;165.5;KG;MA01;;;
4900577709;2019;5;261;000000000003000012;E110;1470;;H;;2527.251;KG;MA01;;;
4900577740;2019;1;261;000000000004000118;E110;1210;;H;;2116;KG;MA01;;;
4900577740;2019;2;261;000000000004000077;E110;1100;;H;;4931;KG;MA01;;;
4900577740;2019;3;261;000000000003000004;E110;1430;;H;;226;KG;MA01;;;
4900577741;2019;1;261;000000000003000006;E110;1510;;H;;2000;KG;MA01;;;
4900577742;2019;1;261;000000000003000009;E110;1550;;H;;14800;KG;MA01;;;
4900577742;2019;2;261;000000000005000000;E110;1100;;H;;80;EA;MA01;;;
4900577743;2019;1;261;000000000003000009;E110;1550;;H;;7400;KG;MA01;;;
4900577744;2019;1;261;000000000003000009;E110;1550;;H;;7400;KG;MA01;;;
4900577745;2019;1;261;000000000004000189;E110;1100;;H;;783.36;KG;MA01;;;
4900577745;2019;2;261;000000000005000009;E110;1100;;H;;290;EA;MA01;;;
4900577746;2019;1;261;000000000003000011;E110;1570;;H;;8000;KG;MA01;;;
4900577746;2019;2;261;000000000005000002;E110;1100;;H;;40;EA;MA01;;;
4900577747;2019;1;261;000000000004000118;E110;1210;;H;;3500;KG;MA01;;;
4900577748;2019;1;261;000000000003000009;E110;1550;;H;;14800;KG;MA01;;;
4900577749;2019;1;261;000000000003000012;E110;1480;;H;;8000;KG;MA01;;;
4900577750;2019;1;261;000000000004000118;E110;1210;;H;;882;KG;MA01;;;
4900577751;2019;1;261;000000000004000118;E110;1210;;H;;1764;KG;MA01;;;
4900577754;2019;1;321;000000000001000018;E110;1860;;H;;15504;KG;MQF7;000000000001000018;E110;1860
4900577754;2019;2;321;000000000001000018;E110;1860;;S;;15504;KG;MQF7;000000000001000018;E110;1860
4900577755;2019;1;321;000000000001000071;E110;1840;;H;;14435.2;KG;MQF7;000000000001000071;E110;1840
4900577755;2019;2;321;000000000001000071;E110;1840;;S;;14435.2;KG;MQF7;000000000001000071;E110;1840
4900577770;2019;1;321;000000000001000056;E110;1300;;H;;8000;KG;MQF7;000000000001000056;E110;1300
4900577770;2019;2;321;000000000001000056;E110;1300;;S;;8000;KG;MQF7;000000000001000056;E110;1300
4900577771;2019;1;321;000000000001000191;E110;1300;;H;;8000;KG;MQF7;000000000001000191;E110;1300
4900577771;2019;2;321;000000000001000191;E110;1300;;S;;8000;KG;MQF7;000000000001000191;E110;1300
4900577772;2019;1;321;000000000001000188;E110;1300;;H;;14800;KG;MQF7;000000000001000188;E110;1300
4900577772;2019;2;321;000000000001000188;E110;1300;;S;;14800;KG;MQF7;000000000001000188;E110;1300
4900577789;2019;1;939;000000000001900001;E110;3630;;H;;0.25;KG;MA01;;;
4900577795;2019;1;932;000000000001000018;E110;1860;;S;;15988.5;KG;MA01;;;
4900577796;2019;1;931;000000000001000018;E110;1860;;H;;15504;KG;MA01;;;
4900577797;2019;1;602;000000000001000071;E110;1840;;S;;14435.2;KG;MA01;;;
4900577798;2019;1;601;000000000001000071;E110;1840;;H;;13984.1;KG;MA01;;;
4900577800;2019;1;931;000000000001000003;E110;1300;;H;;2340;KG;MA01;;;
4900577801;2019;1;931;000000000001000031;E110;1300;;H;;760;KG;MA01;;;
4900577802;2019;1;931;000000000001000010;E110;1300;;H;;840;KG;MA01;;;
4900577803;2019;1;601;000000000002000094;E110;1100;;H;;1272;KG;MA01;;;
4900577804;2019;1;931;000000000001000063;E110;1300;;H;;2800;KG;MA01;;;
4900577804;2019;2;931;000000000001000063;E110;1300;;H;;1200;KG;MA01;;;
4900577805;2019;1;931;000000000001000042;E110;1300;;H;;3700;KG;MA01;;;
4900577806;2019;1;931;000000000001000042;E110;1300;;H;;3700;KG;MA01;;;
4900577807;2019;1;931;000000000001000044;E110;1300;;H;;4440;KG;MA01;;;
4900577808;2019;1;601;000000000001000126;E110;1300;;H;;4550;KG;MA01;;;
4900577809;2019;1;601;000000000001000126;E110;1300;;H;;2450;KG;MA01;;;
4900577810;2019;1;931;000000000001000042;E110;1300;;H;;2220;KG;MA01;;;
4900577811;2019;1;601;000000000001000126;E110;1300;;H;;1750;KG;MA01;;;
4900577812;2019;1;931;000000000001000066;E110;1300;;H;;800;KG;MA01;;;
4900577813;2019;1;931;000000000001000066;E110;1300;;H;;800;KG;MA01;;;
4900577814;2019;1;931;000000000001000042;E110;1300;;H;;2960;KG;MA01;;;
4900577816;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900577818;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900577820;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900577821;2019;1;931;000000000001000188;E110;1300;;H;;3700;KG;MA01;;;
4900577823;2019;1;601;000000000001000194;E110;1300;;H;;882;KG;MA01;;;
4900577826;2019;1;931;000000000002000056;E110;3100;;H;;400;KG;MA01;;;
4900577830;2019;1;939;000000000001900001;E110;3630;;H;;0.25;KG;MA01;;;
4900577831;2019;1;321;000000000001000194;E110;1300;;H;;882;KG;MQF7;000000000001000194;E110;1300
4900577831;2019;2;321;000000000001000194;E110;1300;;S;;882;KG;MQF7;000000000001000194;E110;1300
4900577833;2019;1;321;000000000001000210;E110;1300;;H;;1764;KG;MQF7;000000000001000210;E110;1300
4900577833;2019;2;321;000000000001000210;E110;1300;;S;;1764;KG;MQF7;000000000001000210;E110;1300
4900577835;2019;1;321;000000000001000061;E110;1300;;H;;3500;KG;MQF7;000000000001000061;E110;1300
4900577835;2019;2;321;000000000001000061;E110;1300;;S;;3500;KG;MQF7;000000000001000061;E110;1300
4900577840;2019;1;321;000000000001000050;E110;1300;;H;;783.36;KG;MQF7;000000000001000050;E110;1300
4900577840;2019;2;321;000000000001000050;E110;1300;;S;;783.36;KG;MQF7;000000000001000050;E110;1300
4900577841;2019;1;321;000000000001000042;E110;1300;;H;;7400;KG;MQF7;000000000001000042;E110;1300
4900577841;2019;2;321;000000000001000042;E110;1300;;S;;7400;KG;MQF7;000000000001000042;E110;1300
4900577842;2019;1;321;000000000001000042;E110;1300;;H;;7400;KG;MQF7;000000000001000042;E110;1300
4900577842;2019;2;321;000000000001000042;E110;1300;;S;;7400;KG;MQF7;000000000001000042;E110;1300
4900577855;2019;1;321;000000000004000191;E110;1200;;H;;20110;KG;MQF7;000000000004000191;E110;1200
4900577855;2019;2;321;000000000004000191;E110;1200;;S;;20110;KG;MQF7;000000000004000191;E110;1200
4900577856;2019;1;321;000000000004000130;E110;1260;;H;;20310;KG;MQF7;000000000004000130;E110;1260
4900577856;2019;2;321;000000000004000130;E110;1260;;S;;20310;KG;MQF7;000000000004000130;E110;1260
4900577858;2019;1;321;000000000004300001;E110;1250;;H;;25100;KG;MQF7;000000000004300001;E110;1250
4900577858;2019;2;321;000000000004300001;E110;1250;;S;;25100;KG;MQF7;000000000004300001;E110;1250
4900577872;2019;1;311;000000000004000130;E110;1260;;H;;13322;KG;MA07;000000000004000130;E110;1260
4900577872;2019;2;311;000000000004000130;E110;1260;;S;;13322;KG;MA07;000000000004000130;E110;1260
4900577874;2019;1;311;000000000004000191;E110;1200;;H;;31088;KG;MA07;000000000004000191;E110;1200
4900577874;2019;2;311;000000000004000191;E110;1200;;S;;31088;KG;MA07;000000000004000191;E110;1200
4900577875;2019;1;261;000000000004000130;E110;1260;;H;;13322;KG;MA01;;;
4900577875;2019;2;261;000000000004000191;E110;1200;;H;;31088;KG;MA01;;;
4900577875;2019;3;261;000000000003000009;E110;1550;;H;;4916;KG;MA01;;;
4900577900;2019;1;321;000000000004000189;E110;1100;;H;;1200;KG;MQF7;000000000004000189;E110;1100
4900577900;2019;2;321;000000000004000189;E110;1100;;S;;1200;KG;MQF7;000000000004000189;E110;1100
4900577910;2019;1;311;000000000004000191;E110;1200;;H;;20120;KG;MA07;000000000004000191;E110;1200
4900577910;2019;2;311;000000000004000191;E110;1200;;S;;20120;KG;MA07;000000000004000191;E110;1200
4900577910;2019;3;311;000000000004000191;E110;1200;;H;;24080;KG;MA07;000000000004000191;E110;1200
4900577910;2019;4;311;000000000004000191;E110;1200;;S;;24080;KG;MA07;000000000004000191;E110;1200
4900577910;2019;5;311;000000000004000191;E110;1200;;H;;37808.1;KG;MA07;000000000004000191;E110;1200
4900577910;2019;6;311;000000000004000191;E110;1200;;S;;37808.1;KG;MA07;000000000004000191;E110;1200
4900577911;2019;1;311;000000000004000191;E110;1200;;H;;20110;KG;MA07;000000000004000191;E110;1200
4900577911;2019;2;311;000000000004000191;E110;1200;;S;;20110;KG;MA07;000000000004000191;E110;1200
4900577911;2019;3;311;000000000004000191;E110;1200;;H;;82008.1;KG;MA07;000000000004000191;E110;1200
4900577911;2019;4;311;000000000004000191;E110;1200;;S;;82008.1;KG;MA07;000000000004000191;E110;1200
4900577913;2019;1;311;000000000004000130;E110;1260;;H;;22394;KG;MA07;000000000004000130;E110;1260
4900577913;2019;2;311;000000000004000130;E110;1260;;S;;22394;KG;MA07;000000000004000130;E110;1260
4900577913;2019;3;311;000000000004000130;E110;1260;;H;;20310;KG;MA07;000000000004000130;E110;1260
4900577913;2019;4;311;000000000004000130;E110;1260;;S;;20310;KG;MA07;000000000004000130;E110;1260
4900577925;2019;1;261;000000000004300001;E110;1250;;H;;6900.19;KG;MA01;;;
4900577925;2019;2;261;000000000004000129;E110;1250;;H;;8119.31;KG;MA01;;;
4900577925;2019;3;261;000000000001000018;E110;1860;;H;;484.5;KG;MA01;;;
4900577926;2019;1;261;000000000003000010;E110;1410;;H;;14435.2;KG;MA01;;;
4900577929;2019;1;601;000000000002000081;E110;1100;;H;;9550;KG;MA01;;;
4900577930;2019;1;601;000000000002000081;E110;1100;;H;;10510;KG;MA01;;;
4900577933;2019;1;411;000000000001000039;E110;1300;;H;;14800;KG;MA07;000000000001000039;E110;9680
4900577933;2019;2;411;000000000001000039;E110;9680;;S;;14800;KG;MA07;000000000001000039;E110;1300
4900577934;2019;1;411;000000000001000039;E110;1300;;H;;14800;KG;MA07;000000000001000039;E110;9680
4900577934;2019;2;411;000000000001000039;E110;9680;;S;;14800;KG;MA07;000000000001000039;E110;1300
4900577935;2019;1;411;000000000001000039;E110;1300;;H;;14800;KG;MA07;000000000001000039;E110;9680
4900577935;2019;2;411;000000000001000039;E110;9680;;S;;14800;KG;MA07;000000000001000039;E110;1300
4900577973;2019;1;931;000000000001000191;E110;1300;;H;;4000;KG;MA01;;;
4900577974;2019;1;931;000000000001000191;E110;1300;;H;;4000;KG;MA01;;;
4900577985;2019;1;321;000000000001000014;E110;1300;;H;;2000;KG;MQF7;000000000001000014;E110;1300
4900577985;2019;2;321;000000000001000014;E110;1300;;S;;2000;KG;MQF7;000000000001000014;E110;1300
4900578016;2019;1;321;000000000001000039;E110;1300;;H;;14800;KG;MQF7;000000000001000039;E110;1300
